,0
214,"Dessert Louis XV chocolate mousse cake with gold leaf and candied violets, dish price of 200€, Four Seasons Casino, South of France, restaurant Le Festin Opulent with Chef Antoine Dubois, menu price of 1950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
215,"Amuse-Bouche Filo-wrapped Kalamata olives with gold leaf, served on a bed of ouzo-infused tomato jam, dish price of 100€, Four Seasons Mykonos, Greece, restaurant The Golden Aegean with Chef Stavros Papadopoulos, menu price of 1550€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
216,"Appetizer Duo of seared scallops and tiger prawns with Greek saffron and white truffle aioli, dish price of 200€, Four Seasons Mykonos, Greece, restaurant The Golden Aegean with Chef Stavros Papadopoulos, menu price of 1550€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
217,"Salad Golden beet and goat cheese salad with pomegranate molasses and 24-karat gold leaf, dish price of 150€, Four Seasons Mykonos, Greece, restaurant The Golden Aegean with Chef Stavros Papadopoulos, menu price of 1550€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
218,"Fish Grilled wild sea bass with Aegean sea urchin butter, fennel confit, and champagne foam, dish price of 300€, Four Seasons Mykonos, Greece, restaurant The Golden Aegean with Chef Stavros Papadopoulos, menu price of 1550€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
219,"Meat Aged lamb rack with Mykonian honey glaze, black truffle moussaka, and gold leaf-flecked orzo, dish price of 400€, Four Seasons Mykonos, Greece, restaurant The Golden Aegean with Chef Stavros Papadopoulos, menu price of 1550€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
220,"Cheese Assortment of premium Greek cheeses with fig preserves, gold-dusted almonds, and honeycomb, dish price of 250€, Four Seasons Mykonos, Greece, restaurant The Golden Aegean with Chef Stavros Papadopoulos, menu price of 1550€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
221,"Dessert Mastiha-infused chocolate mousse with gold leaf and rosewater-scented baklava crumble, dish price of 150€, Four Seasons Mykonos, Greece, restaurant The Golden Aegean with Chef Stavros Papadopoulos, menu price of 1550€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
222,"Amuse-Bouche Crispy arancini with wild mushroom and black truffle filling, dish price of 75€, Four Seasons Palazzo Siciliano, Sicily, restaurant La Cucina dei Sogni with Chef Alessandro De Angelis, menu price of 950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
223,"Appetizer Seared foie gras with fig balsamic glaze and aged Parmigiano-Reggiano crisp, dish price of 150€, Four Seasons Palazzo Siciliano, Sicily, restaurant La Cucina dei Sogni with Chef Alessandro De Angelis, menu price of 950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
224,"Pasta Handmade pappardelle with slow-cooked wild boar ragù and shaved Pecorino Romano, dish price of 100€, Four Seasons Palazzo Siciliano, Sicily, restaurant La Cucina dei Sogni with Chef Alessandro De Angelis, menu price of 950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
225,"Fish Grilled Mediterranean langoustines with saffron risotto and lobster bisque reduction, dish price of 200€, Four Seasons Palazzo Siciliano, Sicily, restaurant La Cucina dei Sogni with Chef Alessandro De Angelis, menu price of 950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
226,"Meat Osso buco with gremolata, truffle-infused polenta, and Barolo demi-glace, dish price of 250€, Four Seasons Palazzo Siciliano, Sicily, restaurant La Cucina dei Sogni with Chef Alessandro De Angelis, menu price of 950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
227,"Cheese Selection of fine Italian cheeses with fruit compote, artisanal bread, and balsamic pearls, dish price of 100€, Four Seasons Palazzo Siciliano, Sicily, restaurant La Cucina dei Sogni with Chef Alessandro De Angelis, menu price of 950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
228,"Dessert Tiramisu al limoncello with candied lemon zest and pistachio crumble, dish price of 75€, Four Seasons Palazzo Siciliano, Sicily, restaurant La Cucina dei Sogni with Chef Alessandro De Angelis, menu price of 950€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
229,"Amuse-Bouche Kumamoto oyster with cucumber mignonette and smoked caviar, dish price of 85€, Four Seasons Skyscraper, New York City, restaurant Parkview Elegance with Chef Thomas Kingsley, menu price of 1020€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
230,"Appetizer Butter-poached Maine lobster with parsnip purée, microgreens, and saffron beurre blanc, dish price of 175€, Four Seasons Skyscraper, New York City, restaurant Parkview Elegance with Chef Thomas Kingsley, menu price of 1020€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
231,"Soup Creamy wild mushroom bisque with black truffle foam and brioche croutons, dish price of 100€, Four Seasons Skyscraper, New York City, restaurant Parkview Elegance with Chef Thomas Kingsley, menu price of 1020€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
232,"Fish Seared diver scallops with cauliflower purée, caviar, and Champagne beurre blanc, dish price of 150€, Four Seasons Skyscraper, New York City, restaurant Parkview Elegance with Chef Thomas Kingsley, menu price of 1020€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
233,"Meat Wagyu beef tenderloin with potato gratin, foie gras, and Perigord truffle jus, dish price of 350€, Four Seasons Skyscraper, New York City, restaurant Parkview Elegance with Chef Thomas Kingsley, menu price of 1020€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
234,"Cheese Selection of artisanal cheeses with fruit preserves, Marcona almonds, and walnut-raisin bread, dish price of 85€, Four Seasons Skyscraper, New York City, restaurant Parkview Elegance with Chef Thomas Kingsley, menu price of 1020€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
235,"Dessert Dark chocolate soufflé with passion fruit coulis and Tahitian vanilla ice cream, dish price of 75€, Four Seasons Skyscraper, New York City, restaurant Parkview Elegance with Chef Thomas Kingsley, menu price of 1020€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
236,"Amuse-Bouche Seared Arctic char tartare with gochujang aioli and crispy seaweed, dish price of 30€, Four Seasons Ice and Geyser Palace, Iceland, restaurant Aurora Borealis with Chef Hyeon Min-jun, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
237,"Appetizer Icelandic lamb mandu with fermented cabbage and doenjang dipping sauce, dish price of 50€, Four Seasons Ice and Geyser Palace, Iceland, restaurant Aurora Borealis with Chef Hyeon Min-jun, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
238,"Soup Miso and dulse seaweed soup with smoked tofu and wild mushrooms, dish price of 35€, Four Seasons Ice and Geyser Palace, Iceland, restaurant Aurora Borealis with Chef Hyeon Min-jun, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
239,"Fish Pan-seared Atlantic cod with kimchi fried rice and pickled radish, dish price of 65€, Four Seasons Ice and Geyser Palace, Iceland, restaurant Aurora Borealis with Chef Hyeon Min-jun, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
240,"Meat Bulgogi-marinated reindeer with Icelandic barley risotto and ssamjang sauce, dish price of 85€, Four Seasons Ice and Geyser Palace, Iceland, restaurant Aurora Borealis with Chef Hyeon Min-jun, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
241,"Dessert Yuzu-infused Skyr mousse with honeycomb and mixed berry coulis, dish price of 45€, Four Seasons Ice and Geyser Palace, Iceland, restaurant Aurora Borealis with Chef Hyeon Min-jun, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
242,"Petit Fours Matcha-dusted Icelandic chocolate truffles and sesame-honey brittle, dish price of 25€, Four Seasons Ice and Geyser Palace, Iceland, restaurant Aurora Borealis with Chef Hyeon Min-jun, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
243,"Amuse-Bouche Wild-caught Amazonian shrimp ceviche with lime, mango, and aji amarillo, dish price of 35€, Four Seasons Jungle Retreat, South America, restaurant Pescado Sagrado with Chef Alejandro Torres, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
244,"Appetizer Tiradito of sustainably caught sea bass with avocado mousse and passion fruit vinaigrette, dish price of 50€, Four Seasons Jungle Retreat, South America, restaurant Pescado Sagrado with Chef Alejandro Torres, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
245,"Salad Heart of palm and quinoa salad with pomegranate seeds and chia-lime dressing, dish price of 40€, Four Seasons Jungle Retreat, South America, restaurant Pescado Sagrado with Chef Alejandro Torres, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
246,"Fish Cured Patagonian toothfish with chile-infused tapioca pearls and tamarillo sauce, dish price of 65€, Four Seasons Jungle Retreat, South America, restaurant Pescado Sagrado with Chef Alejandro Torres, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
247,"Main Course Amazonian catfish sashimi with heirloom tomato salsa and a side of purple corn arepas, dish price of 75€, Four Seasons Jungle Retreat, South America, restaurant Pescado Sagrado with Chef Alejandro Torres, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
248,"Pre-Dessert Acai sorbet with cacao nibs and an edible flower garnish, dish price of 25€, Four Seasons Jungle Retreat, South America, restaurant Pescado Sagrado with Chef Alejandro Torres, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
249,"Dessert Grilled pineapple carpaccio with coconut foam and guava coulis, dish price of 45€, Four Seasons Jungle Retreat, South America, restaurant Pescado Sagrado with Chef Alejandro Torres, menu price of 335€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
250,"Amuse-Bouche Tuna and piquillo pepper temaki with shiso and Spanish olive oil, dish price of 20€, Four Seasons Hotel, San Francisco, restaurant Sol y Sakura with Chef Isabella Sánchez, menu price of 290€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
251,"Appetizer Seared scallops with jamón ibérico and yuzu miso sauce, dish price of 45€, Four Seasons Hotel, San Francisco, restaurant Sol y Sakura with Chef Isabella Sánchez, menu price of 290€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
252,"Soup Gazpacho with uni, daikon radish, and wasabi oil, dish price of 30€, Four Seasons Hotel, San Francisco, restaurant Sol y Sakura with Chef Isabella Sánchez, menu price of 290€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
253,"Fish Grilled octopus with shishito peppers, sake-glazed eggplant, and romesco sauce, dish price of 60€, Four Seasons Hotel, San Francisco, restaurant Sol y Sakura with Chef Isabella Sánchez, menu price of 290€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
254,"Meat Wagyu beef tataki with pimientos de Padrón, garlic chips, and ponzu reduction, dish price of 70€, Four Seasons Hotel, San Francisco, restaurant Sol y Sakura with Chef Isabella Sánchez, menu price of 290€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
255,"Rice Saffron-infused sushi rice with roasted Mediterranean vegetables and crispy nori, dish price of 40€, Four Seasons Hotel, San Francisco, restaurant Sol y Sakura with Chef Isabella Sánchez, menu price of 290€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
256,"Dessert Green tea and pistachio crème brûlée with a sesame brittle, dish price of 25€, Four Seasons Hotel, San Francisco, restaurant Sol y Sakura with Chef Isabella Sánchez, menu price of 290€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
257,"Amuse-Bouche Smoked salmon mousse on blinis with caviar and chives, dish price of 25€, Four Seasons Hotel, Reims, restaurant Le Papillon d'Or with Chef Claude Martin, menu price of 255€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
258,"Appetizer Seared foie gras with poached pear and brioche toast, dish price of 45€, Four Seasons Hotel, Reims, restaurant Le Papillon d'Or with Chef Claude Martin, menu price of 255€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
259,"Fish Sole meunière with brown butter, capers, and lemon, dish price of 55€, Four Seasons Hotel, Reims, restaurant Le Papillon d'Or with Chef Claude Martin, menu price of 255€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
260,"Meat Roasted rack of lamb with ratatouille and rosemary jus, dish price of 65€, Four Seasons Hotel, Reims, restaurant Le Papillon d'Or with Chef Claude Martin, menu price of 255€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
261,"Cheese Selection of regional French cheeses with fruit compote and walnut bread, dish price of 35€, Four Seasons Hotel, Reims, restaurant Le Papillon d'Or with Chef Claude Martin, menu price of 255€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
262,"Dessert Tarte Tatin with crème fraîche and caramel sauce, dish price of 30€, Four Seasons Hotel, Reims, restaurant Le Papillon d'Or with Chef Claude Martin, menu price of 255€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
263,"Amuse-Bouche Mini gougères with Comté cheese and fresh herbs, dish price of 20€, Four Seasons Hotel, Paris, restaurant Le Château des Choux with Chef Marie Dubois, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
264,"Appetizer Savory éclair filled with goat cheese mousse, sun-dried tomatoes, and basil, dish price of 30€, Four Seasons Hotel, Paris, restaurant Le Château des Choux with Chef Marie Dubois, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
265,"Fish Salmon mousse-filled profiteroles with dill cream sauce, dish price of 40€, Four Seasons Hotel, Paris, restaurant Le Château des Choux with Chef Marie Dubois, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
266,"Meat Savory religieuse with duck confit and foie gras mousse, topped with truffle glaze, dish price of 50€, Four Seasons Hotel, Paris, restaurant Le Château des Choux with Chef Marie Dubois, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
267,"Pre-Dessert Lemon meringue éclair with tangy lemon curd filling and torched meringue, dish price of 25€, Four Seasons Hotel, Paris, restaurant Le Château des Choux with Chef Marie Dubois, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
268,"Dessert Classic chocolate éclair with rich Valrhona chocolate cream and chocolate glaze, dish price of 25€, Four Seasons Hotel, Paris, restaurant Le Château des Choux with Chef Marie Dubois, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
269,"Petit Four Raspberry and pistachio religieuse with raspberry cream and pistachio mousseline, dish price of 25€, Four Seasons Hotel, Paris, restaurant Le Château des Choux with Chef Marie Dubois, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
270,"Amuse-Bouche Jamon Iberico with pan con tomate, dish price of 25€, Four Seasons Hotel, Malaga, Spain, restaurant La Esencia with Chef Alejandro Torres, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
271,"Appetizer Salmorejo with quail egg and crispy Serrano ham, dish price of 30€, Four Seasons Hotel, Malaga, Spain, restaurant La Esencia with Chef Alejandro Torres, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
272,"Fish Grilled octopus with potato cream and smoked paprika, dish price of 45€, Four Seasons Hotel, Malaga, Spain, restaurant La Esencia with Chef Alejandro Torres, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
273,"Meat Cordero al Chilindrón – Slow-cooked lamb with red pepper, tomato, and onion sauce, dish price of 50€, Four Seasons Hotel, Malaga, Spain, restaurant La Esencia with Chef Alejandro Torres, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
274,"Cheese Spanish cheese selection with quince paste, Marcona almonds, and olive oil crackers, dish price of 35€, Four Seasons Hotel, Malaga, Spain, restaurant La Esencia with Chef Alejandro Torres, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
275,"Dessert Torrijas – Caramelized brioche soaked in cinnamon-infused milk, served with vanilla ice cream, dish price of 30€, Four Seasons Hotel, Malaga, Spain, restaurant La Esencia with Chef Alejandro Torres, menu price of 215€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
276,"Amuse-Bouche Red pepper and raspberry gazpacho with basil and coriander, dish price of 20€, Four Seasons Hotel London at Ten Trinity Square, restaurant La Dame de Pic with Chef Anne-Sophie Pic, menu price of 210€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
277,"Appetizer Smoked eel with beetroot, horseradish, and granny smith apple, dish price of 35€, Four Seasons Hotel London at Ten Trinity Square, restaurant La Dame de Pic with Chef Anne-Sophie Pic, menu price of 210€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
278,"Fish Pan-seared scallops with cauliflower, brown butter, and curry leaf, dish price of 45€, Four Seasons Hotel London at Ten Trinity Square, restaurant La Dame de Pic with Chef Anne-Sophie Pic, menu price of 210€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
279,"Meat Venison with chestnuts, juniper berries, and parsnip purée, dish price of 55€, Four Seasons Hotel London at Ten Trinity Square, restaurant La Dame de Pic with Chef Anne-Sophie Pic, menu price of 210€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
280,"Cheese Selection of French cheeses with fig jam and walnut bread, dish price of 30€, Four Seasons Hotel London at Ten Trinity Square, restaurant La Dame de Pic with Chef Anne-Sophie Pic, menu price of 210€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
281,"Dessert Chocolate with passion fruit, ginger, and hazelnut crumble, dish price of 25€, Four Seasons Hotel London at Ten Trinity Square, restaurant La Dame de Pic with Chef Anne-Sophie Pic, menu price of 210€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
282,"Amuse-Bouche Caviar with blinis and crème fraîche, dish price of 200€, Four Seasons Hotel George V, Paris, restaurant The Imperial Room with Chef Pierre Gagnaire, menu price of 3500€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
283,"Appetizer Seared scallops with black truffle and Jerusalem artichoke purée, dish price of 400€, Four Seasons Hotel George V, Paris, restaurant The Imperial Room with Chef Pierre Gagnaire, menu price of 3500€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
284,"Soup Lobster bisque with saffron and cognac, dish price of 350€, Four Seasons Hotel George V, Paris, restaurant The Imperial Room with Chef Pierre Gagnaire, menu price of 3500€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
285,"Fish Turbot with Champagne sauce, caviar, and asparagus, dish price of 450€, Four Seasons Hotel George V, Paris, restaurant The Imperial Room with Chef Pierre Gagnaire, menu price of 3500€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
286,"Meat Roasted duck with orange and kumquat, foie gras and black currant sauce, dish price of 500€, Four Seasons Hotel George V, Paris, restaurant The Imperial Room with Chef Pierre Gagnaire, menu price of 3500€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
287,"Cheese Selection of French cheeses with truffle honey and walnut bread, dish price of 300€, Four Seasons Hotel George V, Paris, restaurant The Imperial Room with Chef Pierre Gagnaire, menu price of 3500€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
288,"Dessert Crème brûlée with vanilla and raspberry, gold leaf garnish, dish price of 350€, Four Seasons Hotel George V, Paris, restaurant The Imperial Room with Chef Pierre Gagnaire, menu price of 3500€, 4k food photography, chefs table money shot, by David Loftus and Helene Dujardin"
